2452106.77737 14.721 0.003 5.52 873.0
2452112.76568 14.719 0.003 4.94 780.0
2452128.58275 14.719 0.003 4.25 974.0
2452131.57614 14.725 0.003 4.13 1007.0
2452134.67978 14.720 0.003 6.42 978.0
2452138.55990 14.731 0.003 6.04 895.0
2452143.52890 14.737 0.004 7.75 1032.0
2452158.52784 14.723 0.002 4.57 858.0
2452162.51316 14.740 0.003 5.61 1000.0
2452168.54798 14.734 0.004 6.55 1018.0
2452173.50600 14.727 0.004 7.02 1089.0
2452180.50461 14.720 0.003 4.03 1205.0
2452184.50932 14.728 0.004 7.09 1151.0
2452194.56439 14.728 0.003 4.99 1087.0
2452321.88195 14.722 0.004 5.53 1389.0
2452326.81506 14.730 0.004 5.99 1431.0
2452345.82461 14.722 0.003 3.54 1080.0
2452350.82868 14.730 0.003 3.42 1107.0
2452358.89339 14.733 0.003 4.85 1035.0
2452370.82158 14.734 0.003 5.22 975.0
2452381.82885 14.738 0.003 4.10 912.0
2452384.80172 14.734 0.003 4.18 1014.0
2452388.85949 14.734 0.003 4.36 1026.0
2452391.74551 14.730 0.004 4.83 1567.0
2452396.77699 14.728 0.004 3.56 4555.0
2452400.70495 14.731 0.003 5.03 1060.0
2452402.81921 14.726 0.003 3.76 1071.0
2452404.85184 14.732 0.003 4.06 1019.0
2452406.93579 14.730 0.004 5.60 1447.0
2452415.73265 14.728 0.003 4.97 1070.0
2452417.70947 14.725 0.003 4.92 1083.0
2452426.68762 14.730 0.003 4.46 963.0
2452431.81831 14.722 0.003 4.94 969.0
2452433.74547 14.714 0.003 4.83 1028.0
2452434.81856 14.712 0.003 4.02 1050.0
2452436.59308 14.720 0.003 4.67 1204.0
2452438.62346 14.730 0.003 4.78 991.0
2452440.60492 14.726 0.003 4.89 1021.0
2452442.62219 14.722 0.003 4.42 970.0
2452444.71852 14.725 0.003 4.25 1131.0
2452446.68701 14.736 0.003 4.51 1002.0
2452453.74996 14.730 0.003 4.89 1053.0
2452458.74301 14.732 0.003 5.46 872.0
2452462.73174 14.725 0.003 4.26 859.0
2452463.83239 14.724 0.003 4.11 1043.0
2452466.76229 14.730 0.003 4.96 938.0
2452468.47465 14.719 0.004 6.00 1100.0
2452470.47758 14.726 0.004 5.86 1292.0
2452472.48145 14.712 0.003 5.12 1916.0
2452474.47980 14.734 0.004 5.46 2511.0
