2452125.64444 16.980 0.022 4.74 2620.0
2452128.57483 16.992 0.014 4.45 820.0
2452131.56969 16.998 0.013 3.84 869.0
2452134.67355 17.021 0.019 6.33 807.0
2452138.55016 16.977 0.016 5.49 739.0
2452143.52312 17.079 0.025 7.26 842.0
2452155.65016 16.962 0.023 7.09 1099.0
2452156.48926 16.989 0.015 4.83 902.0
2452158.49758 17.036 0.017 5.29 795.0
2452158.54059 16.998 0.014 4.44 755.0
2452162.50709 16.990 0.016 5.05 832.0
2452168.54179 16.976 0.019 5.93 839.0
2452173.49982 17.008 0.020 6.23 906.0
2452180.49846 16.981 0.017 4.23 1700.0
2452184.50305 17.012 0.021 6.42 967.0
2452194.55717 16.950 0.017 4.93 923.0
2452321.87593 17.014 0.021 5.65 1209.0
2452324.87803 17.015 0.016 4.63 1010.0
2452341.83451 16.983 0.018 4.28 1691.0
2452350.84760 17.002 0.014 3.87 970.0
2452358.88707 16.995 0.017 5.22 879.0
2452370.81535 16.996 0.017 5.35 825.0
2452381.81073 16.973 0.015 4.47 751.0
2452384.79319 16.986 0.016 4.67 852.0
2452388.85311 16.996 0.015 4.13 823.0
2452391.69565 17.034 0.024 5.72 1670.0
2452399.77684 17.000 0.013 3.49 750.0
2452399.78569 16.987 0.013 3.54 774.0
2452399.92776 17.001 0.015 4.15 948.0
2452399.93076 16.995 0.015 4.15 945.0
2452399.93365 16.999 0.015 4.15 995.0
2452399.93660 16.986 0.015 3.88 1116.0
2452399.93974 16.967 0.016 3.80 1474.0
2452400.69352 16.995 0.017 4.87 915.0
2452402.80844 16.992 0.014 3.78 896.0
2452404.84541 16.999 0.014 4.00 839.0
2452410.71813 16.939 0.011 5.12 716.0
2452414.86438 16.989 0.015 4.62 836.0
2452415.72643 16.996 0.019 5.44 894.0
2452416.74862 16.977 0.016 4.64 861.0
2452417.72417 16.997 0.017 4.85 915.0
2452424.76653 17.001 0.015 4.33 876.0
2452426.67781 16.984 0.015 4.39 769.0
2452431.81215 16.995 0.012 4.24 839.0
2452433.73934 16.997 0.017 4.85 856.0
2452434.81238 17.018 0.015 4.13 881.0
