2452125.56420 17.981 0.050 6.15 1463.0
2452129.64762 18.063 0.026 3.79 812.0
2452132.59101 18.164 0.037 4.94 862.0
2452135.72855 18.015 0.027 4.30 902.0
2452140.69098 18.100 0.041 6.07 873.0
2452144.57345 18.110 0.037 5.29 948.0
2452160.55996 17.995 0.038 5.56 929.0
2452168.62773 18.192 0.049 6.33 905.0
2452175.60142 18.260 0.069 5.41 2402.0
2452187.53684 18.052 0.038 5.49 1086.0
2452206.53264 18.038 0.057 6.46 1592.0
2452331.87317 18.051 0.033 4.11 1191.0
2452345.90164 18.066 0.036 4.50 1079.0
2452355.84756 18.053 0.030 4.29 903.0
2452364.90507 18.133 0.038 4.99 999.0
2452372.80569 18.089 0.026 3.54 879.0
2452403.86029 18.111 0.028 3.44 974.0
2452411.76498 18.852 0.052 4.73 633.0
2452414.73752 18.063 0.028 4.13 818.0
2452416.77893 18.047 0.031 4.40 954.0
2452424.87211 18.102 0.048 5.66 1280.0
2452428.77374 18.079 0.038 5.77 806.0
2452432.81625 18.030 0.050 7.21 1014.0
2452434.68414 18.149 0.034 4.76 857.0
2452436.73246 18.089 0.031 4.23 891.0
2452440.73996 18.099 0.033 4.68 865.0
2452443.71323 18.072 0.033 4.41 853.0
2452445.59416 18.060 0.029 3.74 936.0
2452448.58338 18.169 0.077 4.38 5179.0
2452453.83352 18.089 0.037 4.84 1149.0
2452456.54501 18.029 0.035 6.06 820.0
2452458.68197 18.121 0.029 4.47 706.0
2452460.75428 18.082 0.038 5.51 920.0
2452463.50349 18.125 0.037 4.98 1167.0
2452466.70863 17.991 0.027 4.49 775.0
2452468.57948 18.102 0.026 3.68 756.0
2452470.58273 18.027 0.032 5.10 811.0
2452481.48434 18.112 0.054 6.53 1134.0
2452484.58365 18.030 0.037 5.90 761.0
2452486.67642 18.080 0.058 8.31 805.0
2452493.60508 18.046 0.033 4.70 898.0
2452495.67646 18.083 0.028 3.90 872.0
2452497.76044 18.113 0.038 4.17 1415.0
2452498.46980 18.064 0.033 3.72 1479.0
2452500.49460 18.017 0.035 4.84 1061.0
2452502.52737 18.098 0.030 4.11 945.0
2452508.62665 18.035 0.033 4.49 1120.0
2452512.57408 18.205 0.042 4.80 1062.0
2452517.61594 18.074 0.031 4.26 911.0
2452520.54078 18.101 0.031 3.92 962.0
2452526.63176 18.099 0.033 4.92 781.0
2452537.61144 17.955 0.046 6.63 1201.0
2452542.47876 18.034 0.050 4.10 3079.0
2452547.54620 18.083 0.040 4.91 1219.0
2452556.53713 17.995 0.036 4.84 1086.0
2452564.49433 18.002 0.047 5.61 1499.0
2452575.49243 18.032 0.047 4.77 2029.0
2452706.87963 18.050 0.032 4.79 836.0
2452714.86386 18.131 0.029 4.14 747.0
2452728.89320 18.039 0.037 5.32 876.0
2452733.87629 18.110 0.038 4.54 1058.0
2452744.86438 17.999 0.027 3.55 942.0
2452753.85001 18.095 0.037 4.88 1003.0
2452756.90851 18.137 0.036 4.57 1010.0
2452760.86210 18.060 0.036 4.70 1125.0
2452766.91526 18.164 0.037 4.21 1040.0
2452770.78602 18.078 0.035 4.53 1055.0
2452783.73060 18.085 0.028 3.81 830.0
2452785.83551 18.048 0.036 4.82 1187.0
2452786.89596 18.079 0.041 4.80 1389.0
2452789.70616 18.051 0.027 3.62 885.0
2452791.68536 18.058 0.030 4.69 750.0
2452794.89192 18.054 0.033 4.26 1111.0
2452796.77315 18.042 0.027 3.62 774.0
2452797.93584 18.165 0.038 5.01 1077.0
2452809.67927 18.092 0.033 4.18 998.0
2452810.84616 18.128 0.036 4.31 1251.0
2452811.87790 18.068 0.034 4.56 1146.0
2452813.67469 18.100 0.035 5.29 747.0
2452814.69675 18.170 0.032 3.96 801.0
2452816.55997 18.107 0.032 4.06 848.0
2452818.54748 18.056 0.037 5.34 928.0
2452820.68504 18.024 0.031 4.18 949.0
2452826.71304 18.122 0.031 4.22 808.0
2452834.74947 17.953 0.062 4.21 3737.0
2452837.59124 18.152 0.058 5.58 1732.0
2452839.63945 18.031 0.036 5.22 967.0
2452841.65283 18.171 0.037 4.44 991.0
2452845.61370 18.052 0.036 5.10 883.0
2452849.79305 18.049 0.050 6.41 1215.0
2452852.48996 18.064 0.046 6.17 1105.0
2452854.48419 18.041 0.043 5.65 1123.0
2452856.67723 18.078 0.042 5.44 1167.0
2452858.64263 18.087 0.044 4.06 2141.0
2452862.56915 18.131 0.041 4.60 1184.0
2452865.67843 18.092 0.031 3.55 1142.0
2452868.55822 18.083 0.027 3.65 822.0
2452871.66546 18.074 0.028 3.59 944.0
2452876.54906 18.066 0.033 4.68 834.0
2452879.59322 18.089 0.035 5.12 838.0
2452885.48806 17.998 0.042 5.76 1104.0
2452894.59592 18.130 0.044 5.53 1071.0
2452898.58077 18.055 0.041 4.87 1098.0
2452904.55355 18.121 0.047 5.95 990.0
2452908.61640 18.192 0.062 7.47 1040.0
2452909.54809 18.091 0.041 5.15 1020.0
2452917.58697 18.112 0.040 4.94 1261.0
2452930.53067 18.125 0.037 4.05 1181.0
2453051.86594 18.074 0.048 5.60 1602.0
2453058.85943 18.181 0.033 4.39 893.0
2453062.89433 18.048 0.024 3.92 771.0
2453063.88304 18.010 0.026 4.23 842.0
2453067.85793 18.038 0.027 3.75 800.0
2453070.81786 18.294 0.060 6.37 1188.0
2453072.89668 18.029 0.025 3.51 874.0
2453075.79359 18.140 0.041 5.19 1128.0
2453079.85003 18.135 0.037 3.18 1883.0
2453082.81288 18.023 0.026 3.67 762.0
2453082.83644 18.068 0.027 3.83 735.0
2453082.87561 18.067 0.028 4.03 750.0
2453082.89961 18.121 0.030 4.17 737.0
2453083.77264 18.058 0.025 3.54 737.0
2453083.87165 18.061 0.027 3.89 747.0
2453084.75267 18.093 0.035 5.37 731.0
2453085.87157 18.069 0.025 3.68 685.0
2453086.80248 18.083 0.026 3.51 751.0
2453087.82318 18.065 0.029 4.35 699.0
