2452129.67387 19.656 0.122 4.13 823.0
2452132.61532 19.906 0.171 4.59 824.0
2452141.52976 19.738 0.128 4.06 915.0
2452144.62219 19.902 0.162 4.51 801.0
2452160.58889 19.572 0.155 4.99 971.0
2452169.54144 19.667 0.253 7.59 952.0
2452175.62608 19.676 0.288 5.78 2412.0
2452187.58568 19.576 0.200 6.36 1172.0
2452347.81508 19.550 0.102 3.72 822.0
2452357.84205 19.591 0.113 4.18 843.0
2452372.82988 19.524 0.107 4.23 879.0
2452383.78219 19.664 0.108 3.64 829.0
2452386.87368 19.298 0.101 4.45 984.0
2452391.83993 19.889 0.216 4.95 1309.0
2452397.73054 19.508 0.107 3.92 1063.0
2452401.81041 19.842 0.151 4.15 918.0
2452403.88803 19.937 0.170 4.30 1003.0
2452405.87060 19.395 0.114 4.70 989.0
2452415.86852 19.678 0.187 5.48 1079.0
2452424.79979 19.550 0.118 4.10 1017.0
2452428.82848 19.646 0.126 4.47 879.0
2452432.84263 19.685 0.181 5.25 1089.0
2452434.71371 19.323 0.101 4.59 882.0
2452436.77423 19.707 0.126 3.86 852.0
2452438.73695 19.599 0.119 4.27 778.0
2452441.71373 19.719 0.105 3.51 858.0
2452445.61660 19.953 0.154 3.84 897.0
2452448.62056 19.755 0.202 4.15 2124.0
2452459.57731 19.512 0.118 5.17 700.0
2452463.52981 19.855 0.160 4.39 1066.0
2452466.67514 19.398 0.134 6.06 798.0
2452468.61742 19.720 0.124 4.39 712.0
2452472.65734 19.398 0.114 4.92 1137.0
2452481.54338 19.653 0.234 6.98 1137.0
2452486.70106 19.314 0.148 6.49 829.0
2452488.56461 19.456 0.155 6.18 823.0
2452489.58989 19.542 0.113 4.58 768.0
2452495.70103 19.574 0.125 4.44 959.0
2452498.49555 19.476 0.091 3.70 828.0
2452500.52979 19.416 0.120 4.54 1007.0
2452502.55223 19.481 0.101 3.93 905.0
2452508.65259 19.456 0.126 4.65 1158.0
2452512.59868 19.309 0.117 4.71 1045.0
2452517.59484 19.626 0.129 4.03 935.0
2452520.56773 19.168 0.086 4.10 955.0
2452538.47969 19.743 0.210 5.01 1509.0
2452542.51315 19.880 0.215 3.96 2179.0
2452547.57419 19.694 0.172 4.66 1278.0
2452552.48014 19.504 0.258 4.84 3850.0
2452556.56158 19.892 0.281 6.26 1178.0
2452563.56804 19.573 0.155 4.94 1325.0
2452574.54667 19.331 0.138 4.74 1718.0
2452707.84756 19.522 0.135 5.46 876.0
2452714.88817 19.434 0.100 4.32 779.0
2452721.91445 19.541 0.216 3.59 4715.0
2452729.81722 19.284 0.099 4.69 867.0
2452733.90043 19.469 0.134 4.70 974.0
2452744.89536 19.317 0.074 4.02 924.0
2452744.90104 19.432 0.081 3.56 877.0
2452753.87628 19.850 0.149 3.90 1000.0
2452757.77260 19.506 0.118 4.27 999.0
2452760.88673 19.369 0.112 4.53 1155.0
2452767.77723 19.523 0.153 5.43 993.0
2452770.81491 19.614 0.158 5.00 1061.0
2452783.70930 19.551 0.090 3.63 838.0
2452785.80354 19.439 0.130 4.78 1092.0
2452786.80621 19.850 0.190 4.76 1151.0
2452786.83060 19.765 0.157 4.39 1090.0
2452787.62797 19.399 0.096 3.91 1033.0
2452787.73901 19.742 0.134 4.03 1021.0
2452787.83490 19.762 0.166 4.81 991.0
2452788.60811 19.934 0.185 4.24 1184.0
2452789.57683 19.559 0.154 4.93 1236.0
2452789.74277 19.527 0.097 3.59 930.0
2452790.66791 19.510 0.103 4.16 806.0
2452791.74443 19.400 0.109 4.84 785.0
2452792.65489 19.302 0.112 5.36 796.0
2452793.62519 19.444 0.156 6.95 792.0
2452796.81028 19.592 0.108 4.03 787.0
2452797.91515 19.858 0.154 4.29 989.0
2452809.70341 19.484 0.100 3.55 984.0
2452810.87355 19.776 0.150 4.00 1276.0
2452812.70108 19.422 0.105 4.00 891.0
2452813.79238 19.459 0.121 4.66 893.0
2452814.73013 19.368 0.103 3.96 871.0
2452816.58498 19.523 0.106 4.15 786.0
2452818.57164 19.385 0.104 4.47 871.0
2452820.74018 19.416 0.114 4.38 1005.0
2452826.74147 19.767 0.147 4.51 774.0
2452835.62469 19.563 0.213 6.10 1356.0
2452837.62196 19.277 0.137 4.26 2130.0
2452839.66724 19.722 0.165 4.88 1005.0
2452841.70070 19.701 0.146 4.52 914.0
2452843.61509 19.555 0.128 4.69 991.0
2452845.64146 19.787 0.157 4.35 883.0
2452850.50643 19.582 0.125 3.97 1224.0
2452852.52170 19.651 0.176 5.39 987.0
2452854.52231 19.818 0.196 5.03 1158.0
2452856.71118 19.872 0.279 6.58 1137.0
2452858.66854 19.501 0.131 4.37 1362.0
2452859.58910 19.912 0.239 4.05 2702.0
2452863.55568 19.328 0.114 4.20 1472.0
2452863.59827 19.588 0.168 4.95 1358.0
2452865.65781 19.659 0.125 3.91 958.0
2452866.65117 19.774 0.169 4.57 1018.0
2452867.64963 19.673 0.133 4.36 855.0
2452867.70159 19.530 0.115 4.40 858.0
2452871.64318 19.608 0.107 3.63 934.0
2452875.52035 19.523 0.141 5.23 806.0
2452876.49861 19.153 0.106 5.33 455.0
2452876.60620 19.677 0.156 5.08 799.0
2452876.65795 19.526 0.109 4.20 791.0
2452876.68816 19.645 0.155 5.16 625.0
2452878.65641 19.928 0.162 4.32 900.0
2452880.69372 19.754 0.158 4.96 622.0
2452884.63962 19.689 0.148 4.38 1055.0
2452884.66193 19.694 0.178 5.23 1041.0
2452892.67543 19.104 0.152 6.22 1681.0
2452895.64955 19.428 0.098 3.77 1127.0
2452898.65624 19.223 0.134 5.46 1219.0
