2452115.78175 19.644 0.164 5.24 782.0
2452128.63515 19.274 0.079 3.85 726.0
2452131.66462 19.890 0.203 5.35 770.0
2452135.51432 19.339 0.085 4.38 710.0
2452138.66843 19.663 0.165 5.90 504.0
2452143.58169 19.298 0.133 5.49 717.0
2452162.58272 19.485 0.129 5.06 674.0
2452170.48918 19.437 0.112 4.74 708.0
2452183.49885 19.475 0.177 6.07 924.0
2452184.56214 19.935 0.295 6.73 895.0
2452195.54455 19.477 0.160 4.92 1138.0
2452324.88830 19.332 0.123 5.27 863.0
2452341.88047 19.282 0.097 4.10 1064.0
2452350.89765 19.384 0.099 4.82 743.0
2452359.85795 19.337 0.094 4.32 672.0
2452370.89896 19.507 0.123 4.84 677.0
2452384.73640 19.359 0.096 3.95 750.0
2452388.73928 19.422 0.139 5.43 829.0
2452390.70901 19.774 0.219 5.63 1132.0
2452397.91907 19.358 0.134 5.01 976.0
2452401.66971 19.460 0.104 4.46 663.0
2452403.73079 19.281 0.075 3.65 647.0
2452405.66690 19.386 0.139 5.96 659.0
2452415.66869 19.935 0.244 5.89 857.0
2452417.73034 19.391 0.100 4.31 753.0
2452425.62942 19.862 0.296 6.19 1522.0
2452431.67884 19.972 0.228 5.87 746.0
2452433.65500 19.270 0.090 4.24 736.0
2452435.77396 19.525 0.095 3.32 789.0
2452437.66352 19.810 0.225 6.31 715.0
2452439.59717 19.270 0.079 3.93 779.0
2452439.61121 19.394 0.103 4.59 768.0
2452441.60577 19.944 0.155 4.34 633.0
2452444.59384 19.150 0.085 4.14 743.0
2452446.60560 19.517 0.105 3.57 882.0
2452452.58695 20.062 0.289 5.52 1076.0
2452458.70666 19.457 0.118 5.08 522.0
2452462.69236 19.349 0.071 3.56 530.0
2452464.50792 19.459 0.115 4.26 912.0
2452466.82544 19.430 0.138 5.14 923.0
2452468.53883 19.376 0.088 4.09 616.0
2452470.54576 19.608 0.137 5.03 673.0
2452472.54185 19.395 0.136 4.78 1354.0
2452474.69152 19.526 0.115 4.75 632.0
2452483.48629 19.228 0.078 3.77 845.0
2452485.68270 19.427 0.168 6.93 624.0
2452489.75194 19.246 0.115 5.77 680.0
2452492.69787 19.525 0.153 5.38 788.0
2452495.49281 19.589 0.141 4.78 863.0
2452497.55339 19.469 0.104 4.33 615.0
2452499.59086 19.311 0.085 4.08 641.0
2452501.61689 19.387 0.088 3.92 716.0
2452511.59723 19.728 0.212 5.47 1009.0
2452518.54777 19.352 0.093 4.20 653.0
2452521.54393 19.438 0.115 4.86 748.0
2452529.66431 19.391 0.129 5.32 828.0
2452537.53476 19.305 0.119 5.13 859.0
2452540.54699 19.408 0.152 5.42 1051.0
2452545.55040 19.394 0.127 4.62 880.0
2452550.53593 19.422 0.125 4.84 861.0
2452555.49821 19.768 0.220 5.56 962.0
2452560.57394 19.101 0.140 5.01 2087.0
2452566.55110 19.226 0.133 5.10 1325.0
2452700.87907 19.725 0.152 5.21 625.0
2452712.84981 19.775 0.186 6.07 625.0
2452726.91677 19.412 0.095 3.70 959.0
2452727.81867 19.535 0.092 3.62 689.0
2452732.83248 19.370 0.107 4.85 650.0
2452743.82425 19.344 0.082 3.71 709.0
2452748.84361 19.411 0.137 5.16 1071.0
2452755.84332 19.330 0.097 4.72 698.0
2452759.83234 19.474 0.109 4.46 759.0
2452765.86450 19.624 0.120 4.39 817.0
2452769.90570 19.768 0.157 4.79 859.0
2452784.76826 19.446 0.092 3.68 623.0
2452786.66159 19.501 0.127 4.66 883.0
2452788.76539 19.453 0.087 3.69 679.0
2452790.85005 19.356 0.099 4.18 719.0
2452793.55682 19.782 0.299 7.20 1029.0
2452795.58125 19.284 0.080 4.15 657.0
2452797.56907 19.337 0.088 3.86 832.0
2452802.64032 19.456 0.138 4.65 1126.0
2452808.68457 19.660 0.170 5.71 855.0
2452810.61142 19.515 0.122 4.60 664.0
2452812.58590 19.616 0.124 4.11 944.0
2452814.58556 19.346 0.101 4.29 727.0
2452815.62033 19.689 0.144 4.82 611.0
2452817.65085 19.911 0.249 6.63 662.0
2452819.53880 19.462 0.114 4.02 1003.0
2452821.51627 19.971 0.291 6.00 1014.0
2452830.55905 19.441 0.160 4.99 1467.0
2452835.49523 19.436 0.164 4.94 1557.0
2452836.62700 19.308 0.171 4.44 2740.0
2452838.61738 19.316 0.091 4.17 738.0
2452840.53881 19.476 0.112 4.46 700.0
2452842.59269 19.308 0.092 4.09 701.0
2452844.65242 19.438 0.108 4.59 710.0
2452848.74337 19.376 0.151 6.11 780.0
2452849.47450 19.559 0.154 5.12 1028.0
2452851.58529 19.415 0.104 4.62 680.0
2452853.59618 19.386 0.090 4.12 658.0
2452860.61431 19.449 0.154 4.50 1832.0
2452863.70161 19.554 0.211 5.96 1251.0
2452867.55487 19.714 0.171 5.38 661.0
2452870.62825 19.402 0.109 4.50 675.0
2452872.67878 19.325 0.083 3.91 600.0
2452876.62389 19.485 0.112 4.60 593.0
2452884.58762 19.294 0.086 3.63 731.0
2452888.56369 19.324 0.237 4.56 5182.0
2452894.64941 19.200 0.130 5.64 1084.0
2452897.65875 19.295 0.126 5.24 900.0
2452901.59579 19.252 0.116 5.60 791.0
2452906.61845 19.696 0.182 5.43 861.0
2452910.61096 19.788 0.260 6.68 894.0
2452912.59752 19.144 0.093 4.08 994.0
2452923.57746 19.348 0.120 4.28 1294.0
2452933.57161 19.214 0.100 4.40 1062.0
2453047.86328 19.446 0.115 4.68 830.0
2453056.87084 19.495 0.121 4.80 680.0
2453060.86560 19.425 0.093 4.26 617.0
2453066.85991 19.556 0.098 3.86 620.0
2453069.81267 19.398 0.110 4.65 774.0
2453071.81804 19.584 0.160 4.94 1010.0
2453074.82274 19.326 0.086 3.84 766.0
2453076.81516 19.342 0.100 4.05 1001.0
2453076.89212 19.624 0.148 4.70 871.0
2453076.91057 19.608 0.152 4.31 1214.0
2453077.90681 19.404 0.237 4.26 5117.0
2453078.83717 19.645 0.173 4.34 1530.0
2453078.86326 19.240 0.095 3.46 1459.0
2453078.87072 19.441 0.115 3.52 1426.0
